feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY_5686_UMP_biosyn	diagnosis	CD	-0.111589858904653	0.0454463462261216	463	463	0.0144409940906094	0.0734427699465278
GALACT_GLUCUROCAT_PWY_SP_of_hexuronide__hexuronate_deg	diagnosis	CD	-0.395921789548701	0.162930667170701	463	442	0.0154803305418926	0.0737321014701015
PWY_6125_SP_of_guanosine_nt_de_novo_biosyn_II	diagnosis	CD	0.254983348520856	0.105093511938879	463	454	0.0156391131748645	0.0737321014701015
PWY_6270_isoprene_biosyn_I	diagnosis	CD	-0.44588489135237	0.183955478381724	463	112	0.0157405609879992	0.0737321014701015
PWY_5188_tetrapyrrole_biosyn_I	diagnosis	CD	0.523263463421659	0.219767102883694	463	420	0.0176722235868749	0.0806578409862495
PWY_5723_Rubisco_shunt	diagnosis	CD	-0.569425596565287	0.244309992012993	463	105	0.0201978918573236	0.08988061876509
DAPLYSINESYN_PWY_L_lysine_biosyn_I	diagnosis	CD	-0.467064023573601	0.202852008617202	463	362	0.0217533366701895	0.0944413152998471
PWY_7560_methylerythritol_phosphate_pwy_II	diagnosis	CD	-0.429909039057246	0.187628554460028	463	114	0.0223986032786686	0.0949274138953098
PWY_7456_mannan_deg	diagnosis	CD	-0.421371819410775	0.185791311443833	463	147	0.0237930418872632	0.0984921268821593
PWY_6608_guanosine_nt_deg_III	diagnosis	CD	0.510389029559912	0.229855915636038	463	401	0.0268731210386408	0.10871398965632
PWY_4981_L_proline_biosyn_II	diagnosis	CD	0.638746534835404	0.291630711554408	463	399	0.0290068210849505	0.114738092291582
PYRIDNUCSYN_PWY_NAD_biosyn_I	diagnosis	CD	-0.37518271207905	0.177147847731586	463	434	0.0347186836054409	0.134346210473228
CALVIN_PWY_Calvin_Benson_Bassham_cyc	diagnosis	CD	-0.133454918380258	0.0634020858879554	463	461	0.035841966905985	0.135741917218411
GLCMANNANAUT_PWY_SP_of_N_acetylglucosamine_N_acetylmannosamine__N_acetylneuraminate_deg	diagnosis	CD	-0.343153834164159	0.165812575050175	463	441	0.0390542944718822	0.144826341999896
NONMEVIPP_PWY_methylerythritol_phosphate_pwy_I	diagnosis	CD	-0.10413696260177	0.0515030861299535	463	462	0.0437592800887776	0.158962282771478
ANAGLYCOLYSIS_PWY_glycolysis_III	diagnosis	CD	-0.0883623982700577	0.0445491869394454	463	463	0.047908018514266	0.169395306263397
PWY_7242_D_fructuronate_deg	diagnosis	CD	-0.240241158675534	0.121461813480441	463	456	0.0485346102215352	0.169395306263397
PWY_7219_adenosine_rnt_de_novo_biosyn	diagnosis	CD	0.0832306205485317	0.0424030819181532	463	463	0.0502665499533611	0.172066267148044
PWY_7228_SP_of_guanosine_nt_de_novo_biosyn_I	diagnosis	CD	-0.137618115526799	0.0713903639622414	463	459	0.0545096859057783	0.181272219499711
PWY_6122_5_aminoimidazole_rnt_biosyn_II	diagnosis	CD	-0.105759740610025	0.0552041699317982	463	463	0.0560110790588996	0.181272219499711
PWY_6277_SP_of_5_aminoimidazole_rnt_biosyn	diagnosis	CD	-0.105759740610025	0.0552041699317982	463	463	0.0560110790588996	0.181272219499711
PWY_7197_pyrimidine_dnt_phosphorylation	diagnosis	CD	-0.25714714493069	0.137699553883114	463	448	0.0624743960551614	0.198579330318192
PWY_7539_6_hydroxymethyl_dihydropterin_diphosphate_biosyn_III	diagnosis	CD	0.512920899233748	0.277269908156623	463	311	0.0649694740175951	0.200366615705146
PHOSLIPSYN_PWY_SP_of_phospholipid_biosyn_I	diagnosis	CD	-0.545444262575339	0.295938984359849	463	334	0.0659580148060846	0.200366615705146
SALVADEHYPOX_PWY_adenosine_nt_deg_II	diagnosis	CD	0.504465262751485	0.27416725807458	463	361	0.066413653520245	0.200366615705146
PWY_6121_5_aminoimidazole_rnt_biosyn_I	diagnosis	CD	-0.0950087943374734	0.0519570247921956	463	463	0.0681063913154012	0.202048960902357
PYRIDOXSYN_PWY_pyridoxal_5_phosphate_biosyn_I	diagnosis	CD	-0.274818853435112	0.154573431477005	463	447	0.0760778772630081	0.221997740210089
PWY_6386_UDP_N_acetylmuramoyl_pentapeptide_biosyn_II	diagnosis	CD	-0.0800774271836556	0.0458709708666446	463	461	0.0815289364792645	0.234066946666276
PWY_6124_inosine_5_phosphate_biosyn_II	diagnosis	CD	0.169463360117326	0.100657449646166	463	460	0.0929442114448544	0.261960349598596
PWY_6507_4_deoxy_L_threo_hex_4_enopyranuronate_deg	diagnosis	CD	-0.263595722065291	0.157166687139562	463	449	0.0941879908669111	0.261960349598596
PWY_7187_pyrimidine_dnt_de_novo_biosyn_II	diagnosis	CD	0.324177562920035	0.19446423179929	463	384	0.0961892358221253	0.263410522712897
PWY_5973_cis_vaccenate_biosyn	diagnosis	CD	0.139793376775402	0.0846064020310979	463	459	0.0991600645535532	0.266805329412707
NONOXIPENT_PWY_pentose_phosphate_pwy	diagnosis	CD	0.124181119227836	0.0756369898278621	463	463	0.101314053986839	0.266805329412707
THISYNARA_PWY_SP_of_thiamin_diphosphate_biosyn_III	diagnosis	CD	-0.310834307671037	0.18966467008529	463	392	0.101925631461034	0.266805329412707
PWY0_1298_SP_of_pyrimidine_dns_deg	diagnosis	CD	-0.413098096835038	0.256406177218709	463	247	0.107842048890189	0.278201227571792
METSYN_PWY_L_homoserine__L_methionine_biosyn	diagnosis	CD	-0.455887399772282	0.286558335929822	463	224	0.11231767704368	0.280106492032077
GLUCONEO_PWY_gluconeogenesis_I	diagnosis	CD	-0.364960358804705	0.230110117122316	463	315	0.113420827680073	0.280106492032077
HISDEG_PWY_L_histidine_deg_I	diagnosis	CD	-0.52255318402378	0.330038297674278	463	356	0.114037896347569	0.280106492032077
GLUCOSE1PMETAB_PWY_glucose__glucose_1_phosphate_deg	diagnosis	CD	-0.375689967711552	0.238864418164537	463	141	0.116448766350414	0.280106492032077
MET_SAM_PWY_SP_of_S_adenosyl_L_methionine_biosyn	diagnosis	CD	-0.468807361695032	0.297959547479333	463	224	0.116315435938074	0.280106492032077
PWY0_162_SP_of_pyrimidine_rnt_de_novo_biosyn	diagnosis	CD	-0.184724078434442	0.118782723510782	463	449	0.120599807926917	0.28622354414655
PWY_841_SP_of_purine_nt_de_novo_biosyn_I	diagnosis	CD	-0.32603893656798	0.213443666047888	463	400	0.127319665360532	0.298196058344404
UDPNAGSYN_PWY_UDP_N_acetyl_D_glucosamine_biosyn_I	diagnosis	CD	-0.364225059877637	0.241405559646427	463	272	0.132044507998561	0.305245745762907
ARGININE_SYN4_PWY_L_ornithine_de_novo_biosyn	diagnosis	CD	0.172281160024776	0.115301705625532	463	444	0.135814977376229	0.309936743243189
PWY_5347_SP_of_L_methionine_biosyn	diagnosis	CD	-0.414657229492418	0.279755963752475	463	223	0.138969005983318	0.310175916621606
PWY_6147_6_hydroxymethyl_dihydropterin_diphosphate_biosyn_I	diagnosis	CD	0.413225771431503	0.279098499116897	463	329	0.139404906346789	0.310175916621606
PWY_4041_beta_glutamyl_cyc	diagnosis	CD	-0.301000297748227	0.206787184765879	463	110	0.146184172366834	0.32124423063329
DENOVOPURINE2_PWY_SP_of_purine_nt_de_novo_biosyn_II	diagnosis	CD	0.282536393854167	0.195590771076678	463	380	0.149271227697832	0.32402778695383
PWY_6737_starch_deg_V	diagnosis	CD	0.150269679868977	0.105590255602544	463	463	0.15537351573383	0.333210672296647
ARGSYNBSUB_PWY_L_arginine_biosyn_II	diagnosis	CD	0.47857191660467	0.344257394147612	463	228	0.165153414300341	0.349967949350723
PWY_6609_adenine__adenosine_salvage_III	diagnosis	CD	-0.113039113910263	0.084781021182354	463	461	0.183091025735895	0.383414148011639
HISTSYN_PWY_L_histidine_biosyn	diagnosis	CD	0.198701662503846	0.15098061671566	463	406	0.188804653819456	0.388705359260694
PWY_6969_TCA_cyc_V	diagnosis	CD	-0.301743020444143	0.230198473512507	463	239	0.190581032920473	0.388705359260694
PWY_7282_4_amino_2_methyl_5_phosphomethylpyrimidine_biosyn	diagnosis	CD	-0.270125405031535	0.206895383250209	463	351	0.192336619769237	0.388705359260694
PENTOSE_P_PWY_pentose_phosphate_pwy	diagnosis	CD	-0.323909907399666	0.249217826137695	463	368	0.194352679630347	0.388705359260694
PWY_5154_L_arginine_biosyn_III	diagnosis	CD	0.316602454441341	0.244994745632186	463	255	0.196908077960248	0.389440420854713
PWY_7400_L_arginine_biosyn_IV	diagnosis	CD	0.287363534449058	0.224845191602785	463	265	0.201876118148829	0.394878560774633
ARGSYN_PWY_L_arginine_biosyn_I	diagnosis	CD	0.288885815528867	0.228880372258292	463	265	0.207527361294525	0.401520329461146
PWY_724_SP_of_L_lysine_L_threonine__L_methionine_biosyn_II	diagnosis	CD	-0.0738239866261904	0.0590477844231083	463	460	0.211846997689735	0.40547059772874
PWY_6151_S_adenosyl_L_methionine_cyc_I	diagnosis	CD	-0.109937717624057	0.0917705489662815	463	456	0.231548319320555	0.438327208032926
ANAEROFRUCAT_PWY_homolactic_fermentation	diagnosis	CD	0.160446046721176	0.13462050788958	463	448	0.233938678444539	0.438327208032926
PWY_5659_GDP_mannose_biosyn	diagnosis	CD	0.144784896180454	0.123961894142412	463	459	0.243420214468627	0.451341647660579
X1CMET2_PWY_N10_formyl_tetrahydrofolate_biosyn	diagnosis	CD	0.106135434298475	0.0916203214995152	463	454	0.247290969867001	0.453791676663156
PWY_5103_L_isoleucine_biosyn_III	diagnosis	CD	0.143608601872898	0.126992520534356	463	454	0.258710419709422	0.467494356098289
PWY_5177_glutaryl_CoA_deg	diagnosis	CD	0.163864762759581	0.145301624719422	463	448	0.260010905919835	0.467494356098289
PWY_7663_gondoate_biosyn	diagnosis	CD	0.0865343464657785	0.0784900491532974	463	460	0.27082599175715	0.482070265327727
PWY_5097_L_lysine_biosyn_VI	diagnosis	CD	-0.0541726173825787	0.0502568253976991	463	463	0.281636338717065	0.493674182421741
PWY_7237_myo__chiro__scillo_inositol_deg	diagnosis	CD	0.31870316505001	0.296439504362246	463	237	0.282891947230436	0.493674182421741
PWY_6123_inosine_5_phosphate_biosyn_I	diagnosis	CD	0.079331970982314	0.0743100590141541	463	460	0.286269724594331	0.493717972907232
PWY_6353_purine_nt_deg_II	diagnosis	CD	-0.266746178032789	0.251002161892738	463	262	0.28846443360872	0.493717972907232
P108_PWY_pyruvate_fermentation_to_propanoate_I	diagnosis	CD	-0.191158945105334	0.183870581262826	463	243	0.299053992916973	0.506967721325916
PWY_7383_anaerobic_energy_metabolism	diagnosis	CD	-0.240799806321888	0.239660802014253	463	427	0.315544237522603	0.529876172443616
PWY0_862_dodec_5_enoate_biosyn	diagnosis	CD	0.261570284201473	0.271029656459111	463	322	0.335002624641493	0.557143705482864
DTDPRHAMSYN_PWY_dTDP_L_rhamnose_biosyn_I	diagnosis	CD	-0.0765067560557327	0.0797742886258128	463	461	0.338042248270502	0.557143705482864
PWY_6282_palmitoleate_biosyn_I	diagnosis	CD	0.257873278973837	0.271696859745191	463	315	0.34305728238135	0.560221984072296
PWY_6387_UDP_N_acetylmuramoyl_pentapeptide_biosyn_I	diagnosis	CD	-0.0367527237732167	0.0408159331231676	463	461	0.368351766562217	0.596060131346133
PWYG_321_mycolate_biosyn	diagnosis	CD	0.241724250564318	0.27150580434848	463	311	0.373765008987038	0.599370915312547
PWY_7664_oleate_biosyn_IV	diagnosis	CD	0.236788400629863	0.269093375332339	463	315	0.379346498601861	0.59969955988632
PWY_1042_glycolysis_IV	diagnosis	CD	-0.0434017289487342	0.049464293889755	463	463	0.380708147568282	0.59969955988632
PWY_5484_glycolysis_II	diagnosis	CD	-0.0840979254518006	0.0994317173724408	463	458	0.398112035081473	0.621613528460546
GLYCOLYSIS_glycolysis_I	diagnosis	CD	-0.0822782925160416	0.099823062183055	463	458	0.410229618858278	0.63153624249585
PWY_6385_peptidoglycan_biosyn_III	diagnosis	CD	-0.0425591863160131	0.0517818350126464	463	461	0.411562944547857	0.63153624249585
PWY_2941_L_lysine_biosyn_II	diagnosis	CD	-0.191184375271094	0.236478718664988	463	303	0.419241813313616	0.637820878374561
VALSYN_PWY_L_valine_biosyn	diagnosis	CD	0.0517124980491208	0.0662738882669102	463	463	0.435624658064462	0.65712872148707
RHAMCAT_PWY_L_rhamnose_deg_I	diagnosis	CD	-0.165994488135185	0.217709899748986	463	417	0.446177940372072	0.664513827956776
THRESYN_PWY_SP_of_L_threonine_biosyn	diagnosis	CD	-0.0473771817243463	0.0623855275118825	463	461	0.447986850307939	0.664513827956776
BRANCHED_CHAIN_AA_SYN_PWY_SP_of_branched_amino_acid_biosyn	diagnosis	CD	0.0910058875827045	0.122164813974483	463	453	0.456686283134456	0.666312773753551
P42_PWY_incomplete_reductive_TCA_cyc	diagnosis	CD	0.183718619208603	0.245816006067041	463	365	0.455214479216901	0.666312773753551
PWY_3841_folate_transformations_II	diagnosis	CD	0.0660594791325452	0.0911067018063884	463	456	0.468772758172709	0.672915733505986
PWY_7184_pyrimidine_dnt_de_novo_biosyn_I	diagnosis	CD	0.0833515444484899	0.114761881011795	463	448	0.468024326168223	0.672915733505986
FASYN_ELONG_PWY_fatty_acid_elongation__saturated	diagnosis	CD	0.189674934674668	0.266053451841002	463	316	0.476256496694107	0.678189251292408
TRNA_CHARGING_PWY_tRNA_charging	diagnosis	CD	-0.133804676315343	0.190036560181004	463	426	0.481726990269902	0.680534954508274
GLYCOGENSYNTH_PWY_glycogen_biosyn_I	diagnosis	CD	-0.172360619717312	0.251883809066433	463	405	0.494139037844122	0.692572824694911
PWY_5173_SP_of_acetyl_CoA_biosyn	diagnosis	CD	-0.139241382724587	0.209618972487823	463	162	0.506857091719989	0.703050032137583
PWY_7388_octanoyl_acyl_carrier_protein_biosyn	diagnosis	CD	0.175960767627046	0.266562896193463	463	318	0.509513787335664	0.703050032137583
PANTO_PWY_phosphopantothenate_biosyn_I	diagnosis	CD	-0.0462196009133462	0.0707538972886016	463	461	0.513924972155609	0.703681884951526
PWY_2942_L_lysine_biosyn_III	diagnosis	CD	-0.0273502470788915	0.0442560620967733	463	462	0.536881169927306	0.729502658374507
PWY_6703_preQ0_biosyn	diagnosis	CD	-0.0667712396444304	0.110061916677979	463	451	0.544369366495911	0.734073842699031
PWY66_409_SP_of_purine_nt_salvage	diagnosis	CD	-0.127093432148245	0.212378465678909	463	145	0.549848264331883	0.735887150759964
PEPTIDOGLYCANSYN_PWY_peptidoglycan_biosyn_I	diagnosis	CD	-0.022074431840084	0.0396788774540641	463	461	0.578257834006149	0.768133540694735
PWY_7357_thiamin_formation_from_pyrithiamine__oxythiamine	diagnosis	CD	0.128774619574165	0.235848199147894	463	339	0.585326252510076	0.769005709383455
PWY_5104_L_isoleucine_biosyn_IV	diagnosis	CD	0.193874883724087	0.358103287707901	463	285	0.588498312592869	0.769005709383455
GLYCOLYSIS_E_D_SP_of_glycolysis__Entner_Doudoroff	diagnosis	CD	0.152034493072555	0.283384226407793	463	248	0.591875180817603	0.769005709383455
PWY_7211_SP_of_pyrimidine_dnt_de_novo_biosyn	diagnosis	CD	-0.111217526760521	0.215858241089064	463	292	0.606636947203427	0.782473743494275
PWY_5989_stearate_biosyn_II	diagnosis	CD	0.140882809121737	0.287487307173224	463	348	0.624333006569996	0.7995055767587
FASYN_INITIAL_PWY_SP_of_fatty_acid_biosyn_initiation	diagnosis	CD	0.127049300921911	0.263661901493331	463	319	0.630131403610367	0.801167070304609
P441_PWY_SP_of_N_acetylneuraminate_deg	diagnosis	CD	0.143095640841216	0.307643918234169	463	257	0.642055620415945	0.805700466974828
PWY0_1479_tRNA_processing	diagnosis	CD	0.106336973322908	0.229093520448588	463	241	0.642749810732728	0.805700466974828
PWY_3001_SP_of_L_isoleucine_biosyn_I	diagnosis	CD	-0.036053400369545	0.0808401992355966	463	456	0.655818959441285	0.816334089374467
PWY_5101_L_isoleucine_biosyn_II	diagnosis	CD	0.0978940075486837	0.223679572999362	463	364	0.661843351409206	0.818111920491935
PWY0_1261_anhydromuropeptides_recycling	diagnosis	CD	-0.0954161875219857	0.221265289605238	463	127	0.666503299187488	0.818190256933606
PWY0_1297_SP_of_purine_dns_deg	diagnosis	CD	0.107301936222424	0.254654151141933	463	349	0.673686567433897	0.819742184979983
COA_PWY_1_coenzyme_A_biosyn_II	diagnosis	CD	-0.0239873484614556	0.0575434700549328	463	462	0.676978096584593	0.819742184979983
PWY0_1586_peptidoglycan_maturation	diagnosis	CD	0.0704901231624932	0.172782024075639	463	449	0.683484494519401	0.822028648813874
PWY_6168_flavin_biosyn_III	diagnosis	CD	0.0375800768521008	0.0939595358028771	463	446	0.689371472682071	0.823544443875226
PWY_6936_seleno_amino_acid_biosyn	diagnosis	CD	-0.115379406346469	0.30161089881665	463	284	0.702234668437722	0.82945005960626
PWY_7234_inosine_5_phosphate_biosyn_III	diagnosis	CD	-0.075914609910782	0.199431261066296	463	421	0.703634601126659	0.82945005960626
PWY_5913_TCA_cyc_VI	diagnosis	CD	-0.0741115257694366	0.210343270896114	463	75	0.724747591049419	0.848717573728925
ILEUSYN_PWY_L_isoleucine_biosyn_I	diagnosis	CD	0.0255986574150531	0.0759822092024286	463	453	0.736343447285875	0.856661004031933
PWY_5971_palmitate_biosyn_II	diagnosis	CD	-0.0540688642356752	0.173233637682273	463	88	0.755094344606118	0.872378078798007
ASPASN_PWY_SP_of_L_aspartate__L_asparagine_biosyn	diagnosis	CD	-0.0223666929087715	0.0730661471021513	463	460	0.759655068616242	0.872378078798007
PWY4FS_7_phosphatidylglycerol_biosyn_I	diagnosis	CD	-0.074282816780686	0.255069662143415	463	357	0.771010049958186	0.874140507968443
PWY4FS_8_phosphatidylglycerol_biosyn_II	diagnosis	CD	-0.0742823104220477	0.255069667251359	463	357	0.771011571635087	0.874140507968443
PWY_7196_SP_of_pyrimidine_rns_salvage	diagnosis	CD	-0.0698701193064957	0.251351111017883	463	259	0.781154021628268	0.88003427753058
PWY_7111_pyruvate_fermentation_to_isobutanol	diagnosis	CD	0.0166657751517755	0.0653008954139303	463	463	0.798671030304497	0.894109706881764
COBALSYN_PWY_adenosylcobalamin_salvage_from_cobinamide_I	diagnosis	CD	-0.0469049615977668	0.200637434806962	463	341	0.81526000459858	0.90697675511592
PWY66_400_glycolysis_VI	diagnosis	CD	-0.0225271297698694	0.104321660594908	463	456	0.829130905853	0.914525536461303
PWY_5083_NAD_NADH_phosphorylation__dephosphorylation	diagnosis	CD	-0.0529218526069956	0.249812823806026	463	227	0.83232099385804	0.914525536461303
PRPP_PWY_SP_of_histidine_purine__pyrimidine_biosyn	diagnosis	CD	0.0464559199408238	0.23899480682578	463	170	0.84596380405195	0.923813233872682
GALACTUROCAT_PWY_D_galacturonate_deg_I	diagnosis	CD	-0.0208777085739011	0.117214689768476	463	459	0.858710978582695	0.932015574315364
P161_PWY_acetylene_deg	diagnosis	CD	0.0354435902940374	0.259166971829037	463	318	0.891280594247588	0.951262947472054
PWY_5667_CDP_diacylglycerol_biosyn_I	diagnosis	CD	0.006683985192493	0.0580735396861214	463	463	0.90841989346317	0.951262947472054
PWY_5695_urate_biosyn_inosine_5_phosphate_deg	diagnosis	CD	0.00715781284146342	0.0597277570796246	463	462	0.904661706712517	0.951262947472054
PWY_6897_thiamin_salvage_II	diagnosis	CD	0.0271607675892114	0.223045840078028	463	336	0.9031326616551	0.951262947472054
PWY_7221_guanosine_rnt_de_novo_biosyn	diagnosis	CD	-0.00580737493967426	0.0470172811534681	463	463	0.901752649353933	0.951262947472054
PWY0_1319_CDP_diacylglycerol_biosyn_II	diagnosis	CD	0.00667744739349869	0.0580738464015817	463	463	0.908509556574434	0.951262947472054
P461_PWY_hexitol_fermentation_to_lactate_formate_ethanol__acetate	diagnosis	CD	0.0303048744015847	0.318631389773294	463	161	0.924269263332117	0.96210484721121
OANTIGEN_PWY_O_antigen_building_blocks_biosyn	diagnosis	CD	0.0111508994117751	0.211847878498101	463	245	0.958044502909195	0.989974541161115
PWY0_166_SP_of_pyrimidine_dnt_de_novo_biosyn	diagnosis	CD	-0.00510543286477547	0.109033782808678	463	446	0.96267356604116	0.989974541161115
PWY_7208_SP_of_pyrimidine_nucleobases_salvage	diagnosis	CD	-0.00226052418663711	0.0634360508655334	463	461	0.971589102966449	0.989974541161115
PWY_7323_SP_of_GDP_mannose_derived_O_antigen_building_blocks_biosyn	diagnosis	CD	-0.0074298632699055	0.231003792700619	463	332	0.974355708352025	0.989974541161115
PWY0_845_SP_of_pyridoxal_5_phosphate_biosyn__salvage	diagnosis	CD	0.00369741925126878	0.145037774097004	463	443	0.979672944923583	0.989974541161115
NAGLIPASYN_PWY_lipid_IVA_biosyn	diagnosis	CD	0.00447466894675671	0.250089761564335	463	351	0.985732568116737	0.989974541161115
CITRULBIO_PWY_L_citrulline_biosyn	diagnosis	CD	-0.00263337927678218	0.209460300298005	463	413	0.989974541161115	0.989974541161115
